world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromRoot	isLeaf	nodeValue	nodeEP	blackremains	cellDistances
library3	(0,0)	N6510913	NA	p(0,0);	0	0	0	0	FALSE	9.5	0	24	
library3	(1,0)	N1556006	N6510913	p(0,0);p(1,0);	1	4	1	1	FALSE	9.5	14	20	2,3,4,5
library3	(1,3)	N532278	N1556006	p(1,0);p(1,1);p(1,2);p(1,3);	2	5	3	4	FALSE	10.5	15	15	1,2,3,4,5
library3	(1,4)	N109032	N532278	p(1,3);p(1,4);	3	2	1	5	FALSE	11.666667	3	13	1,2
library3	(3,3)	N730252	N532278	p(1,3);p(2,3);p(3,3);	3	4	2	6	FALSE	12.066667	6	11	1,2,1,2
library3	(3,3)	N7120381	N109032	p(1,4);p(1,3);p(2,3);p(3,3);	4	4	3	8	FALSE	12.461538	6	9	1,2,1,2
library3	(6,3)	N2224376	N730252	p(3,3);p(4,3);p(5,3);p(6,3);	4	5	3	9	FALSE	13.727272	9	6	3,2,1,1,2
library3	(1,4)	N2320667	N730252	p(3,3);p(2,3);p(1,3);p(1,4);	4	2	3	9	FALSE	16.454544	3	9	1,2
library3	(6,3)	N8184629	N7120381	p(3,3);p(4,3);p(5,3);p(6,3);	5	5	3	11	FALSE	13.777778	9	4	3,2,1,1,2
library3	(6,4)	N7880833	N2224376	p(6,3);p(6,4);	5	2	1	10	FALSE	16.166666	3	4	1,2
library3	(6,1)	N6913078	N2224376	p(6,3);p(6,2);p(6,1);	5	2	2	11	FALSE	16.833332	3	4	2,1
library3	(1,4)	N2060556	N2224376	p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);	5	2	6	15	FALSE	22.166666	3	4	1,2
library3	(6,3)	N7356771	N2320667	p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	5	5	6	15	FALSE	17.777777	9	4	3,2,1,1,2
library3	(6,4)	N4307670	N8184629	p(6,3);p(6,4);	6	2	1	12	FALSE	15	3	2	1,2
library3	(6,1)	N2614691	N8184629	p(6,3);p(6,2);p(6,1);	6	2	2	13	FALSE	16	3	2	2,1
library3	(6,1)	N5741659	N7880833	p(6,4);p(6,3);p(6,2);p(6,1);	6	2	3	13	FALSE	18.5	3	2	2,1
library3	(1,4)	N3574134	N7880833	p(6,4);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);	6	2	7	17	FALSE	22.5	3	2	1,2
library3	(6,4)	N2457410	N6913078	p(6,1);p(6,2);p(6,3);p(6,4);	6	2	3	14	FALSE	19	3	2	1,2
library3	(1,4)	N3933569	N6913078	p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);	6	2	8	19	FALSE	24	3	2	1,2
library3	(6,4)	N974208	N2060556	p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	6	2	7	22	FALSE	25	3	2	1,2
library3	(6,1)	N5777096	N2060556	p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	6	2	8	23	FALSE	26	3	2	2,1
library3	(6,4)	N9957454	N7356771	p(6,3);p(6,4);	6	2	1	16	FALSE	19	3	2	1,2
library3	(6,1)	N3747811	N7356771	p(6,3);p(6,2);p(6,1);	6	2	2	17	FALSE	20	3	2	2,1
library3	(6,1)	N3054622	N4307670	p(6,4);p(6,3);p(6,2);p(6,1);	7	2	3	15	TRUE	16.5	3	0	2,1
library3	(6,4)	N767796	N2614691	p(6,1);p(6,2);p(6,3);p(6,4);	7	2	3	16	TRUE	17.5	3	0	1,2
library3	(1,4)	N2316030	N5741659	p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);	7	2	8	21	TRUE	22.5	3	0	1,2
library3	(6,1)	N694122	N3574134	p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	7	2	8	25	TRUE	26.5	3	0	2,1
library3	(1,4)	N3343021	N2457410	p(6,4);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,4);	7	2	7	21	TRUE	22.5	3	0	1,2
library3	(6,4)	N3796299	N3933569	p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	7	2	7	26	TRUE	27.5	3	0	1,2
library3	(6,1)	N8763793	N974208	p(6,4);p(6,3);p(6,2);p(6,1);	7	2	3	25	TRUE	26.5	3	0	2,1
library3	(6,4)	N6351705	N5777096	p(6,1);p(6,2);p(6,3);p(6,4);	7	2	3	26	TRUE	27.5	3	0	1,2
library3	(6,1)	N332972	N9957454	p(6,4);p(6,3);p(6,2);p(6,1);	7	2	3	19	TRUE	20.5	3	0	2,1
library3	(6,4)	N5806815	N3747811	p(6,1);p(6,2);p(6,3);p(6,4);	7	2	3	20	TRUE	21.5	3	0	1,2
