world	nodeLocation	NID	PARENTID	pathFromParent	depth	N	S	stepsFromRoot	isLeaf	nodeValue	nodeEP	blackremains	cellDistances
bunker3	(0,0)	N4750991	NA	p(0,0);	0	0	0	0	FALSE	9.73913	0	23	
bunker3	(2,0)	N1936764	N4750991	p(0,0);p(1,0);p(2,0);	1	4	2	2	FALSE	9.73913	10	19	1,2,3,4
bunker3	(2,4)	N867295	N1936764	p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	2	5	4	6	FALSE	10.842105	9	14	2,1,1,2,3
bunker3	(4,4)	N4361519	N867295	p(2,4);p(3,4);p(4,4);	3	8	2	8	FALSE	11.928571	18	6	1,2,1,2,2,3,3,4
bunker3	(0,4)	N2698698	N867295	p(2,4);p(1,4);p(0,4);	3	4	2	8	FALSE	13.642858	6	10	2,1,1,2
bunker3	(0,4)	N3445351	N4361519	p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);	4	4	4	12	FALSE	14.166666	6	2	2,1,1,2
bunker3	(0,6)	N9407934	N2698698	p(0,4);p(0,5);p(0,6);	4	2	2	10	FALSE	16.9	3	8	1,2
bunker3	(4,4)	N656841	N2698698	p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);	4	8	4	12	FALSE	15.3	18	2	1,2,1,2,2,3,3,4
bunker3	(0,6)	N5882142	N3445351	p(0,4);p(0,5);p(0,6);	5	2	2	14	TRUE	15.5	3	0	1,2
bunker3	(4,4)	N1561330	N9407934	p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);	5	8	6	16	TRUE	18.25	18	0	1,2,1,2,2,3,3,4
bunker3	(0,6)	N1978473	N656841	p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);	5	2	6	18	TRUE	19.5	3	0	1,2
